Country Name,Country Code,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Curacao,CUW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30190.66769,,,,,,,,,,,,,,,,,
Cyprus,CYP,,,,,,,,,,,,,,,976.3297581,1157.411576,1476.247865,1929.400058,2559.227526,4232.023038,4033.240377,4122.784411,4091.048525,4258.743547,4488.286942,5642.631462,6690.577923,7645.629703,8038.914153,9641.575281,9696.099541,11310.07195,10526.14185,11617.69274,14212.05401,14133.3252,13276.73238,14069.11641,14236.94153,13421.65542,13797.14597,14862.45444,18428.92826,21380.90308,22430.60642,23863.55546,27860.27611,31928.3968,29427.90879,27889.03718,29206.5106,26070.36743,
Czech Republic,CZE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3786.861036,2782.962672,3240.533255,3800.960351,4448.874657,5595.615781,6291.138505,5770.887652,6203.713058,6044.981144,5724.824861,6288.80425,7685.088816,9335.666821,11156.66547,12705.60825,14445.72527,17467.432,21627.16158,18805.65064,18866.85523,20580.17767,18682.81277,
Germany,DEU,,,,,,,,,,2672.018304,3089.070658,3686.970317,4883.812831,5457.011296,6035.008415,6420.640306,7434.897758,9175.900461,10916.79808,11746.4041,9879.457435,9593.657326,9545.859342,9012.479369,9125.12102,13027.19502,16139.05162,17352.34321,17190.82613,21583.84352,22603.61647,25604.72543,24735.62024,26375.84573,30887.86549,29749.97126,26296.53061,26547.77535,25956.63741,22945.70885,22840.27405,24325.66645,29367.40894,33040.05141,33542.78138,35237.60326,40402.99008,44132.04182,40270.16229,40144.50942,44314.96616,41862.71052,
Djibouti,DJI,,,,,,,,,,,,,,,,,,,,,,,,,803.7902857,,767.3783088,754.7670435,730.5884114,766.7565737,754.8650345,759.5786975,726.0453147,753.2085056,749.5854362,730.893986,730.7424828,734.7502857,753.2897667,762.5408423,780.1451222,794.0556713,823.8074727,869.8001789,912.4992045,976.2929868,1061.637092,,,,,,
Dominica,DMA,,,,,,,,,,,,,,,,,495.4348766,608.4452858,591.2242638,784.7250668,878.5093047,958.544202,1069.243137,1210.646723,1338.745022,1534.735667,1745.911811,2003.911994,2152.860353,2344.944524,2546.783072,2701.671811,2814.669041,3018.820648,3139.224309,3323.369413,3473.648555,3676.516541,3830.229979,4656.55123,4750.930946,4684.383595,4864.596661,5218.298606,5126.249862,5408.1078,5915.10601,6520.134536,6778.660352,6630.195154,6780.537527,6691.714872,
Denmark,DNK,1503.537013,1681.029913,1775.370385,2013.243077,2243.931595,2443.259791,2644.786647,2712.6124,3068.236741,3366.068429,3730.62181,4525.817461,5966.277248,6609.436163,7824.975551,8610.205888,9601.170315,11617.03581,13516.41503,13607.06535,11788.17338,11516.09008,11576.33422,11290.86449,11968.61622,16866.49631,20941.26019,22074.35958,21443.03865,26422.82938,26520.38615,29043.65583,27102.85436,29502.09453,34773.67544,35043.36474,32248.95949,32738.68328,32685.31895,29980.15547,29946.38183,32344.31979,39443.26817,45282.068,47546.59459,50462.23358,57021.17318,62596.48854,56226.58015,56485.89444,59889.0051,56325.65844,
Dominican Republic,DOM,190.9947668,232.775625,257.171126,271.4584467,227.7469052,244.6166517,249.5837056,252.6536196,279.848172,328.3437923,358.2343929,415.7285182,477.5887306,580.5941525,696.3619805,745.7539989,844.9959372,858.8134689,966.1396299,1138.229396,1218.872755,1305.491417,1381.646651,1618.778442,773.270238,918.3519783,855.6864255,772.8449269,941.9048269,976.3355041,1315.458239,1495.631946,1687.835222,1852.242783,2050.459494,2233.375213,2373.095064,2522.627373,2545.654799,2769.882322,2829.192446,2973.657145,2344.53392,2407.18928,3635.706812,3794.07334,4297.518094,4696.951024,4731.601223,5166.150359,5492.654983,5745.779878,
Algeria,DZA,210.608129,168.9719717,222.7192964,233.8101099,245.5769914,231.6451766,249.7574356,277.3914186,297.9845459,331.0554462,336.2797085,435.909848,546.8955929,806.7162858,924.2237019,1024.08182,1177.631955,1438.282716,1760.337241,2174.31747,2205.970102,2176.916796,2274.774616,2424.248732,2535.858517,2705.94603,2755.01376,2372.584992,2175.093523,2364.549879,1699.856511,1743.346069,1773.820483,1479.600215,1424.642484,1572.831937,1587.646138,1563.500973,1555.191033,1727.333251,1702.780079,1742.55761,2056.265303,2549.957193,3038.748713,3391.367826,3845.847296,4786.51807,3771.284844,4349.569325,5271.590312,5347.704734,
East Asia & Pacific (developing only),EAP,79.68012178,71.20699396,75.21446435,84.44494126,96.78203085,103.04353,97.39281427,95.83649484,104.7508224,113.6221697,118.6921068,131.2666413,161.7488381,179.017244,197.3041494,197.1517397,224.4663748,214.7008845,245.1441539,279.6689711,294.756576,302.114655,311.1781272,331.3046327,356.5351361,348.1674267,337.6640379,370.9840321,395.2005597,417.4518014,448.1105675,494.1824894,525.9831325,625.9489392,763.8570075,866.7501621,887.6545243,802.0323328,871.5733281,950.9736623,1002.92092,1098.817699,1230.668565,1415.348465,1623.083789,1936.250891,2426.867157,3045.669565,3262.594044,3885.15356,4699.736097,5186.576429,
East Asia & Pacific (all income levels),EAS,147.964023,148.5796191,161.8079059,181.2233657,197.5821694,215.2865932,227.8139155,245.1445347,275.0839878,313.8253314,339.256198,410.9213362,529.9326656,597.7123164,642.0524656,694.4080506,814.9627559,1012.40259,1083.392691,1155.150843,1257.337427,1210.156292,1262.776411,1333.433093,1391.859101,1784.854938,2052.260823,2430.417905,2504.366189,2581.006448,2865.208724,3086.293664,3414.152747,3761.366945,4194.545829,3985.93161,3788.727207,3346.48152,3689.717305,3953.912608,3643.517432,3669.330375,4000.851372,4451.320164,4699.189663,4946.642186,5497.347854,6300.954455,6438.962582,7414.704562,8500.838792,9036.563871,
Europe & Central Asia (developing only),ECA,,,,,,,,,,,,,,,,,,,,,,,,,,,1393.847251,1457.736408,1580.841418,1798.313816,1675.506386,1626.858781,1670.000817,1404.61327,1598.75312,1629.961353,1699.360904,2012.511227,1845.6129,1860.892465,1688.318532,1970.423538,2496.595992,3169.912414,3864.317377,4437.38845,5586.871487,6624.787533,5469.532243,6138.336529,6854.201556,6939.491143,
Europe & Central Asia (all income levels),ECS,696.6846998,752.7544334,820.39923,898.1982075,966.795723,1040.501076,1109.468354,1147.288811,1249.318049,1352.767413,1512.945684,1798.500411,2266.077431,2543.045757,2955.143031,3051.720004,3434.802121,4157.628741,5046.04955,5671.434486,5011.480141,4802.010411,4628.528378,4421.528456,4546.616063,6130.821624,7478.364528,8260.706558,8399.0689,10176.17443,10435.89553,11143.39502,10210.47874,10673.97649,12198.47126,12415.95446,11752.62312,12026.30352,11877.08563,11147.55604,11246.84167,12286.53286,14942.15472,17369.45391,18441.4046,19898.8029,23181.17821,25355.89145,22173.05468,22538.72416,24839.78254,23784.11719,
Ecuador,ECU,210.8021207,200.5620567,211.0880997,228.3238383,457.9240662,452.6758724,462.1951938,453.9991135,531.6002219,475.1230372,444.316003,499.6582259,593.5035872,978.9128044,1115.89244,1277.119426,1507.865528,1587.782999,1839.045032,2260.783667,2688.306366,2395.601962,2011.127159,1934.459284,1913.523859,1666.937229,1480.873524,1352.400132,1404.977948,1505.323071,1639.686434,1707.263413,1747.670246,2050.318154,2017.973557,2092.224199,2262.210401,2176.826343,1547.745487,1462.32021,1914.449166,2191.009606,2442.269036,2704.665155,3012.752437,3337.400363,3574.877893,4255.851995,4236.777555,4500.591558,5035.242493,5424.633611,
"Egypt, Arab Rep.",EGY,150.5618355,135.2901789,136.8125937,153.054248,159.3201647,162.1128248,165.0699194,176.2562566,193.2310353,211.3927522,222.4902298,230.9622323,248.2774601,228.0358189,283.405304,324.1849677,347.7014292,345.3003643,412.9566108,509.9375612,509.4149689,544.6182558,585.3190174,622.9439454,689.0156289,696.0957376,767.5322439,648.839948,718.1745077,765.5840863,644.2256203,717.0630967,785.371376,861.6366864,983.5020605,1088.6318,1243.168764,1323.70359,1393.453173,1509.58102,1452.766703,1286.192278,1194.306817,1116.925161,1249.49326,1472.570548,1757.760484,2156.762969,2461.530857,2803.532963,2972.583516,3256.018469,
Euro area,EMU,1026.223575,1128.309156,1253.925127,1381.969312,1494.614239,1616.560269,1743.932835,1857.575845,2038.746432,2211.269795,2492.60917,2992.659272,3862.307735,4353.550106,5020.958728,5216.89877,5910.826574,7203.579459,8688.571745,9690.270853,8386.870849,8095.965082,7882.921217,7548.533799,7740.507989,10838.05384,13367.12186,14654.22044,14902.32861,18658.92792,19303.84743,21188.99298,19322.59318,20376.72166,23471.02937,23668.67613,21552.45639,22071.64812,21887.26008,19849.88161,20048.24419,21695.79984,26621.61771,30305.61047,31268.26367,32981.57982,37710.64398,41075.97678,37452.29868,36346.86908,39318.84334,36526.84163,
Eritrea,ERI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.1912945,139.8889723,157.9616444,169.6148805,199.670684,192.8164079,203.2320115,181.5155794,179.3116049,183.4325248,170.3394647,194.576027,237.7127366,226.2898568,240.5468163,252.9776299,256.4375698,334.0648852,368.7477582,439.5423714,504.3021912,
Spain,ESP,450.0532892,520.2061314,609.4873841,675.2416391,774.7616093,889.659872,968.3067818,950.5457406,1077.6787,1177.064664,1323.855193,1664.050524,2193.020504,2686.655031,3136.497916,3201.602719,3535.897952,4228.984283,5601.078485,6036.573107,5217.597656,5015.491247,4353.97153,4365.424543,4569.122167,6332.287485,8011.38285,9433.618945,10381.2953,13409.58383,14391.61597,15680.04272,13009.10097,13109.73053,15150.95022,15766.39667,14466.96794,15126.43161,15475.52155,14413.78887,14952.09084,16611.71338,21041.5376,24468.74543,26056.38877,28024.7485,32118.10202,34977.38905,31678.96126,29862.96489,31472.5393,28624.47291,
Estonia,EST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2629.019511,3339.859371,3609.826134,4035.564361,4150.033724,4143.930269,4572.91227,5386.3902,7270.283436,8912.793921,10330.28166,12503.09468,16392.72413,17738.48226,14479.62891,14109.7834,16808.94864,16716.67125,
Ethiopia,ETH,,,,,,,,,,,,,,,,,,,,,201.3923529,206.1171017,222.2397779,203.4444088,230.7357477,232.1502249,240.2900883,241.0224327,245.2716972,251.4963377,268.60482,202.0966256,164.2411436,124.5502898,133.3778457,144.2296445,146.7513969,129.413422,121.9950736,122.6570378,119.0083538,110.2764144,117.6976322,134.39488,159.9686781,191.7685451,236.0982163,309.9522831,332.3305563,302.0980047,335.002886,453.5689927,
European Union,EUU,966.4507786,1046.43688,1142.522746,1255.134,1355.591249,1458.325059,1555.773907,1606.320266,1753.262728,1913.541548,2151.898049,2561.826336,3234.02535,3618.095686,4204.898372,4337.331216,4890.842376,5959.388374,7239.354049,8223.111005,7243.959422,6955.758739,6721.462574,6437.993347,6634.591063,9015.108785,11041.92146,12256.45375,12479.64516,15346.89293,15863.60036,17216.80343,15652.5583,16624.79238,19085.13096,19450.98491,18307.24142,18921.50328,18866.59175,17463.26071,17636.4949,19179.7068,23286.00347,26767.09439,27865.75299,29593.39748,34065.80417,36490.79155,32476.8699,32073.93277,34825.6798,32782.08947,
Finland,FIN,1327.427224,1411.702398,1522.319242,1707.503938,1882.086858,2010.213456,2034.18905,1907.077272,2178.03525,2436.341684,2683.909177,3139.88051,4123.5765,5234.647834,6181.200084,6659.59229,6985.092202,7538.150382,9221.335185,11090.54555,10789.89906,10809.58258,10355.68751,10675.99906,11215.32922,14704.69661,18257.04457,21668.46656,23526.65971,27852.29213,24991.46168,21850.73356,17240.23292,19776.73638,25609.13824,25037.85381,23928.21124,25179.59983,25229.59582,23529.53846,24025.11823,25993.83997,31508.87523,36162.65601,37318.79732,39487.05406,46538.17128,51186.48516,44837.71087,43846.30319,48634.17561,45720.76937,
Fiji,FJI,287.3471771,291.5558315,296.7886456,310.8880731,317.0722638,316.1762679,333.3105543,334.650807,357.4587473,422.4135104,466.0437579,583.3531542,768.7356717,987.979665,1186.746113,1182.172625,1202.717817,1360.872495,1640.680969,1893.043678,1898.562807,1786.862405,1638.563164,1681.906775,1603.582208,1795.742779,1632.369715,1535.860214,1632.74441,1835.717684,1882.245539,2057.934627,2166.348257,2383.924487,2540.459963,2713.661976,2640.272195,2069.387546,2407.082047,2074.92881,2037.685462,2257.544661,2833.905701,3330.309969,3655.663836,3747.433691,4075.991405,4301.63219,3431.75588,3747.674635,4324.685529,4467.103791,
France,FRA,1445.151914,1590.196487,1756.804062,1922.697598,2045.442146,2193.06134,2350.344029,2537.313463,2731.540442,2821.830362,3128.738468,3807.638653,4911.357945,5257.723804,6581.168213,6760.227266,7429.3853,9129.92943,11003.86271,12500.29078,10903.85388,10294.31951,9801.341523,9235.038864,9564.167447,13271.24207,15968.19559,17319.95194,17328.28417,21300.82099,21268.24832,23330.2662,21944.03553,23059.24565,26403.14068,26321.72739,23705.83936,24405.8895,24075.04343,21774.94473,21812.19143,23494.40841,28794.07109,32784.83759,33818.96875,35457.04618,40341.91492,43991.69953,40487.8939,39186.02244,42521.81295,39771.84281,
Faeroe Islands,FRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24543.59318,24584.70495,22850.44296,24501.95806,26563.75614,30778.7919,34520.88742,35211.55269,39869.98014,45974.69186,48645.38402,44317.30589,,,,
"Micronesia, Fed. Sts.",FSM,,,,,,,,,,,,,,,,,,,,,,,1320.062471,,,1275.867558,1296.320981,1355.140187,1436.906824,1528.064694,1682.186235,1756.202422,1908.848629,1909.350632,2065.004157,2019.952773,1906.810059,2029.326653,2046.791555,2170.960838,2239.916955,2257.773626,2293.57946,2247.837771,2352.63934,2393.800551,2434.806287,2500.905686,2668.810506,2838.448841,3000.150055,3154.513862,
Gabon,GAB,332.7720383,358.8833894,299.5184685,412.2037765,425.7827783,453.6852743,490.9503927,521.1095146,551.1124488,549.5955725,635.4122796,703.4565233,1159.463727,2430.619003,3328.724905,4545.689314,4150.751629,3450.337195,4273.424487,5891.134103,5186.871665,4737.851058,4328.218085,4427.909278,4043.357961,4010.63118,3762.846914,4277.531604,4543.95728,6287.392948,5555.478791,5598.980833,4269.520409,3980.747348,4589.496721,5135.789908,4683.278453,3843.395824,3899.086639,4135.25406,3754.363924,3836.796681,4601.604454,5328.485186,6281.954684,6756.271159,7994.304825,10577.91676,7919.710893,9321.955869,11768.60629,11256.52276,
United Kingdom,GBR,1452.544709,1513.651449,1592.614477,1729.399978,1850.954769,1959.62783,2023.627564,1896.386749,2032.34701,2241.971395,2525.628212,2891.980901,3257.305833,3516.420283,4204.922043,4041.039711,4565.465489,5785.461739,7511.1077,9622.975043,9142.466504,8718.267257,8266.523695,7777.644289,8209.836963,10063.83866,12333.13719,14951.05213,15057.17922,17805.24909,18571.36207,19211.86216,17270.11564,18664.39426,20349.95874,21349.43492,23734.42186,25266.39474,25870.98904,25361.93964,25126.01595,27322.01729,31479.92263,37095.37559,38545.22312,40976.69603,46847.64413,43779.80966,35721.82806,36703.36179,39503.31463,39093.47284,
Georgia,GEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611.410842,1310.472642,757.3839392,550.0153945,517.087113,569.0181411,670.4611048,774.6802109,805.27269,628.865658,691.9977052,733.9704138,779.3845906,922.0297396,1186.873047,1469.974624,1764.870436,2317.988501,2919.690052,2440.961318,2613.689508,3219.569963,3490.245316,
Ghana,GHA,189.6659249,195.1135448,211.0006339,230.4617076,266.383987,269.5233398,216.8797037,202.7814405,233.6117366,257.6815833,273.8727174,232.5687523,263.6960824,301.3670277,285.8228567,275.8790208,313.0009505,353.6983931,381.0213051,411.5000477,379.7797961,351.3017586,341.0695227,358.3779868,354.2016291,437.0675731,376.4432328,375.2094711,368.984907,402.577038,438.948882,414.6979101,375.2314228,333.329913,385.6821309,403.8047447,392.2616694,416.3917395,419.8207134,264.6926988,275.476271,311.6396199,375.9648672,426.2635109,501.8642947,929.9455454,1099.084759,1234.437253,1096.533657,1326.066112,1594.030809,1604.905782,
Guinea,GIN,,,,,,,,,,,,,,,,,,,,,,,,,,368.8963851,380.6660062,430.6956432,422.898307,442.9511833,474.6543586,487.7498131,459.5029109,450.2522038,471.3119615,477.9680401,456.0716669,424.2972939,402.4320435,342.4785195,318.5306699,326.0799482,374.4268445,390.8845623,306.7011791,287.9229857,411.4847069,437.8056827,435.1756629,435.448888,454.0022776,491.7899781,
"Gambia, The",GMB,,,,,,108.314645,112.1554125,96.7313637,103.6440391,116.9194529,121.098443,124.6698378,153.488279,189.5029864,221.0446538,209.1516377,250.2489484,302.6146326,353.9449806,398.8992418,349.7971746,333.3074097,317.0515308,252.9477562,308.3305895,242.1699306,274.3653184,316.3146216,322.4441049,345.8550221,727.0419851,729.0793623,748.8687622,720.1508414,737.5114541,773.9904929,713.0819428,724.8393765,682.8385699,637.1042713,542.6821764,442.5269099,361.1578366,415.8139687,434.4954445,441.9196561,522.3399183,612.0285776,553.0993514,566.3353254,517.752432,512.1031992,
Guinea-Bissau,GNB,,,,,,,,,,115.2817839,112.4197002,122.0065984,120.6080525,129.6922501,140.0672311,142.3602184,144.3044885,152.9463449,146.6217559,135.2273436,185.944353,194.8946529,188.2564314,155.6656249,158.025446,139.8822115,182.6365226,169.0187511,214.2537087,239.7931904,247.0898164,212.5626053,217.4744789,211.4608089,222.8430935,232.0273706,225.3564831,169.4586332,180.2017231,284.187197,295.1956904,305.571649,342.0758732,375.7946289,402.9880469,398.2471791,465.3402625,555.6594653,536.8028066,526.5210239,595.8292485,494.3146151,
Equatorial Guinea,GNQ,,35.36772768,41.5345235,48.01815831,240.3186516,250.8803136,256.0417178,233.8545826,230.2140113,228.0174922,227.9552378,238.0178333,309.4918244,377.2929222,437.7810474,453.5702562,471.7313715,,,,,,,,254.4690934,301.1339756,351.1290199,361.6019479,309.1092889,353.4407868,337.9678077,385.8194456,368.0062121,294.1361907,371.1403597,567.6601003,1056.13238,936.8152555,1736.500703,2398.493295,3247.553553,3893.297438,5192.769298,8943.676286,13612.84793,12493.80386,16110.38226,23511.28137,15300.6997,17612.75793,23473.43564,24035.70609,
Greece,GRC,597.287321,630.6139413,701.6204178,784.9543484,888.9219979,981.6523945,1052.120993,1134.356151,1284.212316,1424.994497,1575.599134,1811.461991,2386.593704,2697.392675,3006.811652,3233.102088,3705.906585,4476.633663,5440.98786,5619.983709,5130.429582,5320.157409,4786.775555,4627.231996,4590.18168,5393.839882,6260.037538,7245.206036,7482.30983,9190.34371,9775.540848,10687.47313,9914.110548,10536.04777,12273.60892,12888.81943,12495.06451,12485.06168,12238.59337,11396.23262,11857.73582,13292.349,17494.44136,20607.17607,21620.71749,23475.28114,27288.3265,30398.78242,28451.91733,25850.50196,25630.79451,22082.88975,
Grenada,GRD,,,,,,,,,,,,,,,,,591.2406586,758.3714714,884.2037849,939.4500622,970.3437741,1022.97352,1054.491152,1118.447826,1283.304502,1438.011648,1682.712256,1881.783446,2199.488628,2295.97616,2504.487752,2581.401594,2545.820461,2633.499725,2755.990259,2923.249401,3015.483285,3364.344325,3742.366476,5149.147362,5137.800532,5331.902973,5825.387458,5844.959725,6803.545292,6825.126244,7373.819386,8008.502687,7435.639533,7485.905205,7766.473216,7266.675457,
Greenland,GRL,,,,,,,,,,1498.276493,1876.504224,2196.714337,2860.280688,3432.705941,4257.912574,4844.656251,5713.963017,7235.516837,8480.761995,9483.102968,8544.098311,7813.651595,7988.178239,7198.70804,7760.834508,11271.33304,14554.35208,16397.95019,16813.74145,18326.92852,18315.31561,18768.8265,16797.35739,18124.10076,21665.83081,21422.46222,19145.61441,20496.5798,20170.32276,19004.00345,19275.43281,20652.84127,25129.07655,28903.93583,29903.28404,30620.21553,37516.75092,30883.03497,22507.88872,,,,
Guatemala,GTM,253.1447136,261.7440955,281.3581927,281.770219,281.1256123,285.8878531,290.9211647,313.8418113,325.4256459,351.5758872,356.651209,367.4041328,437.1768654,523.8131451,588.5973067,687.2243969,841.8900094,910.2748461,1010.30669,1125.351574,1199.400194,1184.740359,1199.733379,1224.905303,1227.500878,891.8547108,853.6377957,923.4547926,968.0584801,860.4997156,1033.794652,1121.114312,1195.896462,1330.74062,1468.061094,1544.998768,1702.323143,1814.003272,1674.029895,1721.72898,1629.309766,1765.85072,1816.949788,1937.715706,2146.179053,2326.299385,2561.4419,2867.482868,2697.392484,2882.400219,3242.690796,3330.52523,
Guam,GUM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,322.6688836,329.4930578,289.3000678,312.2417184,332.8987343,347.5905254,370.187025,331.505185,351.941679,371.5233846,386.4376,387.800654,414.9062457,583.2847892,660.7115192,601.7151971,589.9686614,658.8560415,684.5994636,776.3921192,735.3165808,624.6792363,639.2235959,576.9089632,603.2676422,677.2631337,479.9701079,564.4854182,521.4013767,546.9775777,465.5433394,509.3738707,610.86311,745.1720315,853.7234613,965.1659777,1020.541951,972.8886799,937.5328711,957.2809755,931.2846249,962.4740206,984.4977827,1038.285476,1084.179401,1905.555188,2258.981381,2478.408081,2593.37062,2873.951538,3258.048188,3583.96217,
High income,HIC,1283.096009,1368.746578,1454.931465,1570.03276,1684.440228,1829.162581,1942.820591,2084.96725,2263.379648,2500.198912,2747.431142,3155.550126,3781.558574,4225.995161,4672.79508,5052.928101,5674.573186,6734.48875,7715.207352,8544.505502,8614.863325,8470.961197,8686.756294,9003.838629,9398.845241,11301.76423,12958.95882,14483.64689,15071.44503,16731.56895,17518.02164,18653.86781,18687.27454,19855.49675,21735.18185,21779.68665,21359.61082,21193.01425,22082.53409,22467.57725,22164.07106,22977.29689,25633.0933,28431.41744,29978.37184,31593.92162,34459.35961,36551.34638,33815.98519,35365.48046,38217.35361,38182.43346,
"Hong Kong SAR, China",HKG,483.1775611,521.8597598,577.3467078,649.0642575,676.8055071,685.9266141,723.2392256,714.4829696,825.5234491,960.0319615,1106.469717,1384.738437,1893.181242,2166.181451,2252.111881,2850.01461,3429.420276,3923.943731,4569.453707,5700.412634,5991.320261,6133.784079,5595.235139,6208.226159,6542.931537,7435.030698,9055.106267,10609.74564,12097.77516,13485.54489,15465.85886,17976.42938,20395.51737,22502.57974,23497.49231,24818.15455,27330.03335,25808.97095,25091.6666,25756.66378,25230.21633,24665.89,23977.01945,24928.10037,26649.7508,28224.21506,30594.01784,31515.66277,30697.34038,32558.26248,35172.51773,36795.81988,
Honduras,HND,172.1533915,181.2586789,185.5148285,200.1959029,216.2041998,227.2301009,240.5594139,253.428421,254.9604819,268.6425082,264.2380383,282.2236582,311.6258359,343.0486798,361.6781997,420.608552,504.8405021,565.26851,639.0353895,705.7473666,751.6962822,750.5854054,771.4865315,807.2628851,858.8753926,872.2102685,923.1975178,857.2432479,747.5304119,621.7549833,608.6067721,660.0176686,654.5291037,628.9605471,699.4096284,704.8028644,796.7568435,869.9136171,879.6798555,1139.519156,1188.759454,1197.148441,1228.134417,1297.192455,1401.991728,1540.580359,1710.05132,1883.233294,1939.282455,2063.931749,2261.649191,2322.88056,
Heavily indebted poor countries (HIPC),HPC,108.6504876,115.6424642,136.7247987,118.7692402,135.5396606,144.1736784,137.5256338,140.1551605,152.3041481,155.3631226,163.0666865,172.2046876,203.2073561,240.535978,265.9780255,275.8649165,315.4346982,357.479745,385.0307293,397.085156,384.9620521,375.7383552,346.9063268,337.9365214,343.784324,383.7993258,412.3622669,398.4464058,372.8885824,368.2075951,365.8052839,324.8357971,320.1436507,275.2554312,305.849744,312.0536608,318.5428241,319.7374715,309.1801577,292.8622834,293.4697984,308.0605382,341.5575421,382.7101226,424.5155133,492.3495596,570.8538912,667.0752758,644.1417819,692.6344654,751.033928,777.1259128,
Croatia,HRV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5184.552965,4025.822867,2299.659884,2349.250084,3135.136981,4721.697879,5193.904281,5140.349129,5577.96059,5067.558475,4861.67751,5191.901985,5974.075765,7689.956996,9237.116223,10090.36669,11228.62138,13376.00923,15695.82145,14053.78247,13326.50628,14434.70172,13880.53607,
Haiti,HTI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479.1628059,285.3304326,239.4022394,276.2882902,343.8908972,371.9692027,398.5397092,453.4927545,484.8261311,427.186277,402.2801127,362.8402839,314.185096,400.9321739,448.5848301,519.7491433,627.6501835,664.8202693,662.5860588,670.4032924,732.2093375,770.9512406,
Hungary,HUN,,,,,,,,456.7815179,505.4834072,536.1302881,581.8204696,680.3794827,839.8473343,916.4445443,1038.780803,1197.285776,1331.125139,1551.142774,1787.754588,2069.195536,2121.764593,2162.04499,1965.164213,1909.100659,1936.696041,2234.695007,2460.129576,2696.235085,2782.711651,3186.444287,3287.888748,3665.570243,3801.869597,4095.681357,4411.033751,4454.430379,4521.963999,4670.654839,4713.540459,4542.72072,5175.025628,6535.293936,8246.995826,10084.52184,10936.94861,11173.56951,13534.7055,15364.67955,12634.55114,12750.29865,13783.84074,12530.52664,
Indonesia,IDN,,,,,,,56.63365367,68.90979235,79.13590479,84.65857417,84.18336907,96.72963819,139.600737,215.954891,248.8037197,297.0771012,356.9004018,391.0344043,387.7612411,536.1936827,621.1620283,621.9773388,548.2990562,550.6831332,537.6060648,482.9562316,449.1837977,515.4126965,578.2220606,640.5666643,705.0475168,752.3179827,840.3757932,925.7216696,1041.31354,1153.587564,1078.472261,470.1961402,679.7936722,789.8058801,756.931013,909.8873302,1076.219005,1160.614924,1273.465176,1601.031191,1871.288406,2178.265663,2272.040995,2946.656059,3471.434594,3556.785714,
Isle of Man,IMN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12672.68506,14034.49914,15998.58725,18471.41206,20658.52596,20358.66729,20802.3512,24223.32446,28669.4068,34624.48674,36289.87962,42402.06631,49817.44469,,,,,,
India,IND,87.04345721,91.67593046,103.1604811,117.8628141,121.696918,91.75116176,98.1565745,101.6949916,109.5299325,114.4041941,120.6968307,125.201015,146.442233,166.5642458,161.0323114,164.1086371,189.6167729,209.3518951,227.9164288,271.2495838,275.3210064,279.2208777,296.917588,282.2862435,302.645585,317.1100126,347.809584,361.9319056,353.8203909,375.890793,310.0837678,324.4951264,308.534787,354.8548762,383.5509261,410.8183569,427.2361968,425.4452944,455.4735406,457.2835418,466.2141765,486.640454,565.335483,649.7106479,740.1142605,830.1632213,1068.678519,1042.082699,1147.238685,1419.105666,1533.661307,1489.229008,
Not classified,INX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,739.2764064,797.0062884,852.1353017,965.1354227,1023.773726,1074.506506,1152.004952,1124.516636,1291.34992,1459.814762,1673.327158,2043.097471,2380.726003,2471.720172,2919.993918,2867.143705,3365.518607,4320.957275,5332.432882,6257.98069,5878.634923,6049.98541,5808.996431,5589.791277,5903.756933,7966.466144,9409.80955,10523.39956,10975.08443,13779.28213,13834.18314,15432.13392,14393.80163,15617.29246,18814.34583,20443.92033,22119.81929,23749.71704,25723.11701,25578.73097,27201.23376,31286.34589,39717.134,45766.41689,48697.57924,52287.57785,59577.29278,59659.5129,50559.74391,46492.06014,49343.5439,45931.72479,
